,Id,MSSubClass,LotFrontage,LotArea,Alley,LandSlope,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,MS_Zoning_group,LotShape_group,LandContour_group,LotConfig_group,Condition1_group,BldgType_group,HouseStyle_group,RoofStyle_group,Exterior1st_group,Exterior2nd_group,MasVnrType_group,ExterCond_group,Foundation_group,BsmtQual_group,BsmtCond_group,HeatingQC_group,Electrical_group,GarageCond_group,SaleType_group,SaleCondition_group
21,1482,120,41.0,7132,No_alley_access,Gtl,NridgHt,8,5,2006,2006,178.0,Gd,Mn,GLQ,24.0,Unf,0.0,1346.0,1370.0,Y,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,2006.0,RFn,2.0,484.0,TA,Y,120,49,0,0,0,0,No_pool,No_fence,0,4,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,Stone,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
22,1483,20,100.0,18494,No_alley_access,Gtl,Gilbert,6,5,2005,2005,0.0,Gd,No,Unf,0.0,Unf,0.0,1324.0,1324.0,Y,1324,0,0,1324,0.0,0.0,2,0,3,1,Gd,6,0,No_fireplace,Attchd,2005.0,Fin,2.0,430.0,TA,Y,36,23,0,0,0,0,No_pool,No_fence,0,1,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
23,1484,120,43.0,3203,No_alley_access,Gtl,Blmngtn,7,5,2006,2006,14.0,Gd,Av,GLQ,16.0,Unf,0.0,1129.0,1145.0,Y,1145,0,0,1145,0.0,0.0,2,0,2,1,Gd,6,0,No_fireplace,Attchd,2006.0,Fin,2.0,437.0,TA,Y,100,116,0,0,0,0,No_pool,No_fence,0,1,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
24,1485,80,67.0,13300,No_alley_access,Gtl,Gilbert,7,5,2004,2004,0.0,Gd,No,GLQ,326.0,Unf,0.0,58.0,384.0,Y,744,630,0,1374,1.0,0.0,2,1,3,1,Gd,7,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,Y,100,0,0,0,0,0,No_pool,No_fence,0,6,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
25,1486,60,63.0,8577,No_alley_access,Gtl,Gilbert,7,5,2004,2004,0.0,Gd,No,Unf,0.0,Unf,0.0,847.0,847.0,Y,847,886,0,1733,0.0,0.0,2,1,3,1,Gd,7,1,Gd,BuiltIn,2004.0,Fin,2.0,433.0,TA,Y,144,48,0,0,0,0,No_pool,No_fence,0,4,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
26,1487,60,60.0,17433,No_alley_access,Gtl,NoRidge,8,5,1998,1998,114.0,Gd,No,Unf,0.0,Unf,0.0,1629.0,1629.0,Y,1645,830,0,2475,0.0,0.0,2,1,4,1,Gd,7,1,TA,Attchd,1998.0,Fin,3.0,962.0,TA,Y,23,172,0,0,256,0,No_pool,No_fence,0,1,2010,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,2.5Fin/2Story,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
27,1488,20,73.0,8987,No_alley_access,Gtl,Somerst,8,5,2005,2006,226.0,Gd,No_basement,Unf,0.0,Unf,0.0,1595.0,1595.0,Y,1595,0,0,1595,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,2005.0,RFn,3.0,880.0,TA,Y,144,0,0,0,0,0,No_pool,No_fence,0,5,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
28,1489,20,92.0,9215,No_alley_access,Gtl,Somerst,7,5,2009,2010,0.0,Gd,No,Unf,0.0,Unf,0.0,1218.0,1218.0,Y,1218,0,0,1218,0.0,0.0,2,0,2,1,Gd,4,0,No_fireplace,Attchd,2009.0,RFn,2.0,676.0,TA,Y,0,136,0,0,0,0,No_pool,No_fence,0,4,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,New,Parital
29,1490,20,84.0,10440,No_alley_access,Gtl,Somerst,6,5,2005,2005,0.0,Gd,No,GLQ,1414.0,Unf,0.0,54.0,1468.0,Y,1468,0,0,1468,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,2005.0,Fin,2.0,528.0,TA,Y,0,102,0,0,216,0,No_pool,No_fence,0,5,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
30,1491,60,70.0,11920,No_alley_access,Gtl,SawyerW,7,5,2004,2004,122.0,Gd,Av,Unf,0.0,Unf,0.0,831.0,831.0,Y,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,0,No_fireplace,Attchd,2004.0,RFn,2.0,484.0,TA,Y,144,68,0,0,0,0,No_pool,No_fence,0,4,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
31,1492,30,70.0,9800,No_alley_access,Gtl,SawyerW,5,5,1920,1950,0.0,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,N,1012,0,0,1012,0.0,0.0,1,0,2,1,TA,5,0,No_fireplace,Detchd,1920.0,Unf,1.0,429.0,TA,Y,121,0,80,0,0,0,No_pool,No_fence,0,4,2010,Other,Reg,Lvl,Inside/Corner,RRAe/Feedr/Artery,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,Gd/Fa/Po,Stone/BrkTil/Slab,TA/Fa,Basement_present,TA,Other,Garage_present,Other,Normal/Alloca
32,1493,20,39.0,15410,No_alley_access,Gtl,Sawyer,6,6,1974,2002,250.0,TA,Gd,BLQ,126.0,GLQ,859.0,223.0,1208.0,Y,1494,0,0,1494,1.0,0.0,2,0,3,1,TA,7,2,Fa,Attchd,1974.0,Fin,2.0,461.0,TA,Y,296,0,186,0,0,0,No_pool,GdPrv,0,4,2010,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Shed/Flat/Hip/Mansard,Other,Plywood/BrkFace/HdBoard,None/BrkCmn,Gd/Fa/Po,Wood/CBlock,TA/Fa,Basement_present,Ex,SBrkr,Garage_present,Other,Family/Abnormal/AdjLand
33,1494,60,85.0,13143,No_alley_access,Gtl,NoRidge,8,5,1993,1993,504.0,Gd,No,LwQ,250.0,GLQ,981.0,0.0,1231.0,Y,1251,1098,0,2349,1.0,0.0,2,1,4,1,Gd,9,1,TA,Attchd,1993.0,RFn,3.0,762.0,TA,Y,32,130,0,0,0,0,No_pool,No_fence,0,6,2010,FV/ RL,Irregular,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other/CmentBd/VinylSd/ImStucc/Stone,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
34,1495,60,88.0,11134,No_alley_access,Gtl,NoRidge,8,5,1992,1993,180.0,Gd,No,GLQ,1129.0,Unf,0.0,261.0,1390.0,Y,1402,823,0,2225,1.0,0.0,2,1,4,1,Gd,7,1,TA,Attchd,1992.0,RFn,3.0,713.0,TA,Y,198,30,0,0,0,0,No_pool,No_fence,0,6,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Plywood/BrkFace/HdBoard,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
35,1496,120,25.0,4835,No_alley_access,Gtl,Somerst,7,5,2004,2005,0.0,Gd,Av,GLQ,1298.0,Unf,0.0,190.0,1488.0,Y,1488,0,0,1488,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,2004.0,Fin,2.0,506.0,TA,Y,168,50,0,0,0,0,No_pool,No_fence,0,3,2010,FV/ RL,Irregular,Lvl,CulDSac/ FR,Other,1Fam/TwnhsE,1Story/SLvl,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
36,1497,160,39.0,3515,Pave,Gtl,Somerst,7,5,2004,2004,0.0,Gd,No,Unf,0.0,Unf,0.0,840.0,840.0,Y,840,840,0,1680,0.0,0.0,2,1,2,1,Gd,3,0,No_fireplace,Attchd,2004.0,RFn,2.0,588.0,TA,Y,0,111,0,0,0,0,No_pool,No_fence,0,1,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,ImStucc/Stone/CemntBd/VinylSd,Other/CmentBd/VinylSd/ImStucc/Stone,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
37,1498,160,30.0,3215,Pave,Gtl,Somerst,7,5,2004,2004,120.0,Gd,Av,GLQ,280.0,Unf,0.0,320.0,600.0,Y,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,0,No_fireplace,Detchd,2004.0,RFn,2.0,480.0,TA,Y,0,172,0,0,0,0,No_pool,No_fence,0,4,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,1Fam/TwnhsE,2.5Fin/2Story,Gable/Gambrel,Other,Other,BrkFace,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
38,1499,160,24.0,2544,Pave,Gtl,Somerst,7,5,2004,2005,0.0,Gd,No,GLQ,368.0,ALQ,42.0,190.0,600.0,Y,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,0,No_fireplace,Detchd,2004.0,RFn,2.0,480.0,TA,Y,0,172,0,0,0,0,No_pool,No_fence,0,2,2010,FV/ RL,Reg,Lvl,Inside/Corner,Other,Duplex/Twnhs/2fmCon,2.5Fin/2Story,Gable/Gambrel,Other,Other,None/BrkCmn,TA/Ex,PConc,Ex/Gd,Basement_present,Ex,SBrkr,Garage_present,Other,Normal/Alloca
